appid,positive_ratings,negative_ratings
236730,511,1211
236790,145,4861
236850,40346,82541
236930,503,81
236970,19,221
237310,4755,15111
237350,188,691
237430,887,2011
237470,159,761
237550,168,1391
237570,253,571
237630,3198,5231
237740,2416,2981
237760,349,261
237850,2829,5621
237870,3847,17291
237890,1199,4471
237930,22158,11621
237950,210,1401
237970,56,221
237990,9750,11311
238010,13044,12331
238050,198,201
238090,12737,32971
238210,4227,2741
238240,996,16471
238260,2175,8121
238320,45966,19531
238370,4873,13821
238430,9087,35851
238460,47342,12901
238530,367,331
238630,192,651
238750,1571,7801
238870,62,3541
238890,126,1641
238910,672,2261
238930,356,2991
238960,71593,61171
239030,25587,11031
239070,5092,5661
239090,337,211
239120,1029,2501
239140,78192,61761
239160,10486,43261
239200,4336,21431
239250,2390,4791
239430,1194,2171
239700,452,721
239720,126,331
239800,1635,1201
239820,27373,14361
239840,1405,5261
240320,2987,16091
240340,80,81
240360,46,91
240440,468,501
240600,409,1661
240620,137,861
240720,10964,29131
240760,6221,13091
240970,425,331
241000,148,1391
241240,959,921
241260,1988,1691
241300,62,81
241320,940,691
241410,1104,1291
241560,9479,46361
241600,13854,9361
241620,330,1641
241720,607,6361
241760,120,401
241910,1324,1631
242050,23904,33621
242110,199,1491
242130,319,2831
242530,196,1081
242570,1292,5561
242640,4506,9621
242680,9694,4051
242700,8793,14731
242720,6865,34241
242760,110460,88811
242780,503,1011
242820,3398,2411
242840,1102,2661
242860,22048,44181
242880,2760,7431
242920,24653,28201
243000,234,971
243120,2601,5781
243160,436,881
243200,1352,1361
243220,448,721
243280,155,421
243360,282,801
243450,1191,2721
243470,15159,73831
243780,618,1851
243800,2511,4151
243930,1843,9431
243950,1274,4311
243970,3559,2711
244030,850,6601
244050,736,6681
244070,389,1811
244090,202,1201
244160,5377,8271
244210,15277,23371
244410,169,611
244430,521,1021
244450,11389,20251
244590,807,4181
244690,158,751
244710,2774,4791
244730,1418,2681
244750,91,191
244770,1852,7721
244810,493,1071
244830,16,21
244850,60221,96091
244870,3032,3061
244890,136,391
244910,788,2181
244930,7235,37541
244950,123,331
245050,94,1061
245170,14298,8381
245280,3677,6501
245300,102,761
245370,321,5091
245390,836,1061
245410,82,361
245430,71,231
245450,460,411
245470,4492,15961
245490,1141,6151
245620,7878,24821
246070,412,3481
246090,741,31341
246110,1094,4491
246420,5101,1821
246580,2280,3471
246620,20081,14191
246680,268,1561
246700,1560,7561
246720,29,501
246740,66,1591
246760,1013,2981
246800,31,461
246820,14,41
246840,857,781
246880,26,581
246900,6753,5801
246920,113,101
246940,76,2921
246960,267,521
246980,142,621
247000,2975,9861
247020,4232,2351
247080,14162,5331
247140,615,671
247240,1698,3871
247370,328,1141
247430,1000,1951
247660,2038,9161
247730,7456,101671
247870,152,2211
247950,954,28611
248170,616,711
248190,275,411
248270,39,371
248310,3549,1631
248330,590,491
248350,241,1351
248370,83,391
248390,6946,9841
248470,364,1881
248510,87,181
248530,659,2271
248550,866,1081
248570,11143,15631
248610,5834,3491
248630,492,5851
248650,783,2481
248800,614,1811
248820,22700,15891
248860,2947,3191
249050,7423,10461
249130,8797,6911
249190,136,1681
249230,2756,11441
249330,1120,1261
249360,273,1311
249550,226,981
249570,176,1901
249590,1581,2581
249610,41,331
249650,1669,10501
249680,1685,1381
249870,1284,2871
249930,20,261
249990,1804,6211
250050,1516,631
250070,15,41
250110,1282,711
250180,5229,5531
250260,4136,3931
250320,21127,5171
250340,3706,14441
250380,946,1321
250400,12965,27511
250420,2822,19721
250460,840,2861
250500,1691,931
250520,1485,2521
250540,46,441
250560,1004,2561
250580,961,4301
250600,19476,16441
250620,3897,6081
250640,268,621
250660,221,1001
250680,340,1431
250700,675,721
250720,10,441
250760,9334,3321
250900,72830,18401
251020,19,251
251060,7949,11371
251110,757,981
251130,2656,1971
251150,3413,3181
251170,2538,9741
251210,179,211
251230,307,871
251270,459,391
251290,1108,261
251310,130,991
251370,566,151
251410,78,1071
251430,570,511
251450,76,1141
251470,1906,1251
251490,253,81
251510,44,71
251530,433,1131
251570,60718,169051
251630,919,1551
251690,345,1861
251710,176,1481
251730,2075,2151
251770,409,551
251810,211,771
251830,546,271
251850,465,1501
251870,2319,3131
251890,349,2641
251910,217,691
251950,905,13001
251990,5656,3051
252010,589,1231
252030,1934,3451
252050,38,2721
252070,153,481
252090,63,161
252110,1870,1051
252130,713,491
252170,262,631
252230,247,1201
252250,462,4631
252270,166,891
252290,173,891
252310,533,921
252330,4468,5781
252350,1520,4491
252390,68,431
252410,4095,3111
252430,70,1001
252450,967,7581
252470,1667,4371
252490,220370,537091
252530,2717,8031
252550,515,671
252570,258,1401
252610,3307,2341
252630,1556,2101
252670,2268,2721
252690,377,1001
252710,164,361
252730,95,351
252750,210,251
252830,217,941
252870,1989,2121
252890,100,231
252910,63,3491
252950,242561,218161
252970,100,311
253030,5258,3431
253110,3446,2461
253150,429,1231
253230,14019,2921
253250,5242,17191
253290,598,821
253330,1505,5171
253350,172,311
253370,233,1281
253390,111,591
253410,221,2361
253430,4478,18311
253490,495,2771
253510,459,5601
253570,50,831
253610,371,1371
253670,33,121
253690,337,941
253710,11440,154031
253750,1398,701
253770,313,5521
253790,168,361
253840,1704,1601
253860,110,871
253880,320,1171
253900,2341,5151
253960,194,1111
253980,4076,11391
254060,467,3161
254080,247,1961
254200,1775,6221
254300,264,1021
254320,946,1221
254440,2295,2531
254460,685,551
254480,263,661
254590,222,2441
254700,11260,21721
254820,57,101
254840,99,181
254860,8,131
254880,101,101
254920,27,71
254960,572,651
255070,1349,8161
255220,4969,16101
255260,158,821
255280,695,2591
255300,1022,1421
255320,767,1621
255340,300,91
255370,474,2511
255390,968,531
255420,1768,22251
255710,67553,60051
255870,437,471
255940,63,741
255960,77,131
256010,316,3741
256030,227,1351
256070,127,451
256190,2213,13071
256290,9980,7471
256330,557,3151
256370,647,1831
256390,202,2171
256460,383,421
257030,888,1271
257050,409,3881
257120,428,1081
257170,928,1631
257220,77,391
257260,61,41
257350,2600,4231
257510,17237,7851
257630,134,1521
257670,190,541
257690,609,1021
257710,805,1171
257730,2619,6901
257750,2489,4971
257770,49,341
257790,337,461
257830,447,2591
257850,11027,7211
257870,44,141
257970,388,921
257990,574,991
258010,593,1121
258050,536,2681
258070,40,111
258090,214,1471
258180,990,21011
258200,187,1431
258220,437,2771
258520,6917,8491
258590,318,1071
258760,830,2531
258880,264,3201
258890,1123,2811
258910,241,691
258950,241,1681
258970,4997,14071
259020,594,2671
259060,1208,1131
259080,12261,10991
259130,243,651
259170,199,3041
259190,149,1031
259320,146,1741
259340,139,1081
259390,483,1441
259410,234,281
259450,112,631
259470,55,251
259510,415,751
259550,2936,2371
259570,642,2101
259600,709,1471
259620,231,2311
259640,66,1331
259660,196,1121
259680,2748,1331
259720,137,681
259740,1099,841
259810,104,51
259830,62,481
259870,269,661
259890,63,1911
259910,47,1721
259940,25,111
259960,29,31
259980,56,111
260000,28,121
260020,11,91
260040,21,61
260060,25,81
260080,19,271
260130,248,801
260160,496,1101
260190,778,711
260210,952,6981
260230,15650,7091
260250,351,2271
260270,106,771
260330,122,391
260380,24,131
260410,1135,3971
260430,2056,9481
260530,84,61
260550,59,201
260570,419,471
260650,117,681
260690,108,371
260710,34,161
260730,704,2051
260750,1639,511
260790,455,1031
260930,122,1021
261110,4940,15991
261180,5196,3461
261350,35,291
261470,885,2671
261490,571,1841
261510,865,1211
261530,2129,6351
261640,16909,50761
261680,262,721
261700,1086,1521
261720,68,541
261740,32,181
261760,1400,10361
261880,478,941
261900,27,1
261920,48,691
261940,62,241
261960,78,451
262000,570,661
262060,41544,67411
262080,9,461
262100,47,411
262120,505,1641
262150,1975,7731
262190,134,361
262210,164,361
262240,125,191
262260,969,1301
262280,3043,7871
262300,33,171
262390,703,1221
262410,11178,23001
262450,316,521
262470,442,481
262490,424,1301
262510,33,151
262550,605,791
262590,146,231
262610,17,141
262630,13,31
262690,729,1491
262750,211,931
262770,333,261
262790,543,1291
262810,79,611
262830,1587,1791
262850,344,141
262870,7,451
262900,195,731
262920,14,131
262940,1465,2061
262960,808,2151
262980,24,771
263020,565,661
263040,67,281
263060,5363,12981
263080,150,721
263100,804,1631
263120,27,301
263140,71,961
263180,9,41
263200,489,1351
263280,17042,29651
263300,1843,3011
263320,387,981
263340,97,721
263360,371,1461
263380,192,211
263400,429,621
263420,174,2011
263460,150,581
263480,74,791
263500,2428,7081
263520,86,401
263540,1651,12721
263560,436,1021
263600,13,181
263620,2450,5341
263640,33,531
263680,414,3661
263700,293,891
263720,324,1271
263740,837,1521
263760,3800,3461
263800,2,171
263820,530,691
263860,261,971
263880,357,491
263920,217,851
263940,37,141
263960,60,141
263980,6180,4591
264000,129,721
264020,12,51
264060,154,281
264080,199,351
264120,492,5771
264160,435,601
264200,14181,2561
264220,192,281
264240,1026,3961
264260,42,181
264280,346,2081
264300,668,2831
264320,83,531
264340,217,421
264380,2854,1691
264400,26,1
264440,3,151
264460,19,281
264480,43,771
264520,164,561
264540,189,951
264560,113,201
264580,54,471
264710,90155,54131
264730,1105,3611
265000,478,771
265120,224,2271
265170,176,371
265210,3645,3951
265240,9,141
265300,7393,49631
265330,921,3061
265380,163,781
265470,107,181
265550,7251,30601
265590,1476,5351
265610,2180,801
265630,23803,23991
265670,142,2981
265690,1064,3051
265730,2,1
265750,970,3801
265770,133,4011
265790,55,301
265810,321,2211
265830,452,1511
265870,122,861
265890,3482,1291
265930,45892,57791
265950,272,921
265970,221,2431
265990,213,981
266010,6860,2631
266030,130,1251
266050,89,1131
266090,74,1151
266110,801,1731
266130,1626,3491
266150,415,2811
266170,357,1721
266190,83,651
266210,3349,1991
266230,368,671
266250,100,131
266270,55,141
266290,93,2191
266310,908,3231
266330,131,781
266370,47,581
266390,431,1051
266410,747,1401
266430,1581,7011
266490,795,1161
266510,8045,7941
266840,9336,15771
266980,4,21
267060,262,1601
267130,232,271
267220,2,151
267340,177,801
267360,408,391
267490,589,9171
267530,1825,3741
267600,143,8031
267610,145,3861
267670,43,231
267730,16,231
267900,148,1451
267920,557,1701
267940,113,3151
267960,96,3131
267980,231,841
268050,10581,23631
268130,3247,2201
268200,149,1221
268220,637,1051
268240,656,991
268260,63,651
268320,259,221
268340,16,41
268360,162,721
268400,1054,931
268420,5666,15331
268500,28774,70181
268520,29,321
268540,777,2671
268650,3965,5251
268670,107,1161
268750,5488,9361
268770,128,161
268810,206,661
268850,1626,5381
268870,2615,11951
268890,222,2841
268910,38821,16981
268930,59,231
268970,10,131
268990,407,231
269010,93,371
269030,912,2241
269050,1519,1471
269110,329,961
269150,167,621
269170,624,671
269190,407,881
269210,14929,40231
269230,248,601
269250,461,801
269270,941,981
269290,281,2661
269310,464,2261
269330,412,591
269350,68,791
269370,255,1261
269430,4,321
269470,184,1471
269490,1232,1591
269530,35,491
269570,77,181
269590,87,941
269610,111,931
269630,20,201
269650,1708,2511
269670,1172,2231
269690,201,551
269710,707,1961
269730,638,3751
269770,3642,2541
269790,2431,7841
269810,257,1021
269890,250,1771
269950,2033,4431
269990,64,301
270010,271,361
270030,18,81
270050,459,1341
270070,37,151
270090,257,5141
270110,295,1571
270130,1175,1901
270150,5254,7451
270170,2210,15901
270190,104,641
270210,4187,2921
270230,69,121
270270,342,1571
270310,261,961
270330,24,601
270410,26,281
270430,4,171
270450,3155,2591
270490,187,441
270510,41,131
270550,9900,15291
270570,1134,3351
270590,39,381
270610,51,81
270630,877,1781
270750,26,61
270760,33,61
270770,60,871
270790,190,461
270810,111,591
270830,28,251
270850,3333,7431
270880,25316,20961
270910,329,3041
270950,208,701
271240,2810,9661
271360,368,871
271370,113,1291
271500,324,7751
271550,219,461
271570,1288,4451
271590,329061,1393081
271640,148,3141
271670,588,971
271730,192,1381
271760,188,691
271820,744,811
271860,508,2781
271900,1283,891
271920,284,481
271970,152,191
271990,39,61
272010,60,351
272040,1009,441
272060,4593,13421
272270,2092,9551
272330,228,331
272470,1233,6111
272510,4152,9951
272600,1123,621
272620,223,391
272890,595,4091
272990,141,671
273030,32,1221
273070,311,1021
273110,22130,121271
273500,948,1611
273570,263,101
273580,66,61
273590,33,151
273600,123,301
273620,162,611
273730,40,1361
273740,7,571
273750,115,351
273760,44,2451
273770,89,5471
273790,10,201
273800,39,571
273820,26,921
273830,12,541
273840,396,661
273850,9,381
273860,10,271
273890,5,281
273940,90,1581
273960,59,721
274010,47,461
274170,21838,19331
274190,31033,10591
274230,1159,5191
274250,596,1561
274270,1527,2211
274290,1630,6591
274310,1684,5501
274350,1158,801
274480,229,261
274500,1538,1101
274520,3856,2381
274560,1377,5081
274700,65,41
274880,94,461
274900,4295,8181
274920,3841,7851
274940,22385,34721
274960,9,261
274980,741,2551
275060,54,1911
275080,107,1401
275100,2616,5401
275180,496,721
275200,1198,1101
275290,318,741
275310,5,301
275330,2,31
275350,73,171
275390,1728,1221
275470,932,1671
275490,838,10661
275510,87,821
275530,605,2241
275570,225,451
275610,466,3891
275670,1474,2321
275810,60,311
275830,58,51
275850,63444,564881
276220,27,141
276240,10,51
276300,16,121
276340,83,181
276360,23,201
276380,3,61
276430,8,71
276440,21,251
276460,3,111
276730,38,221
276750,54,231
276810,3596,16141
276870,149,631
276890,125,491
277110,148,361
277270,56,241
277390,106,191
277430,2797,6911
277450,600,1721
277460,337,981
277470,163,681
277490,352,701
277500,97,1531
277510,53,421
277520,131,1071
277540,24,361
277560,53,471
277590,853,2931
277630,93,361
277650,50,151
277680,553,631
277700,139,141
277850,40,131
277870,327,1071
277890,849,1291
277910,74,471
278080,4596,10911
278100,597,951
278360,17924,16421
278420,65,121
278440,191,721
278460,1331,1901
278490,55,361
278510,25,31
278530,110,811
278550,47,161
278570,226,571
278590,19,61
278620,260,1271
278640,182,631
278810,81,641
278850,2,41
278890,1439,1831
278930,231,701
278970,8700,104981
279070,99,191
279140,259,891
279160,167,901
279260,264,991
279420,48,71
279440,392,1311
279460,16,271
279480,56,461
279500,43,251
279520,25,211
279540,220,611
279560,36,181
279580,100,441
279640,111,1171
279720,343,2101
279740,17,131
279800,761,271
279900,128,591
279920,78,391
279940,562,471
279990,118,591
280010,724,1791
280040,285,1311
280140,231,771
280160,3815,4581
280180,1144,2721
280200,37,401
280220,2347,871
280320,321,2051
280380,8,371
280460,62,431
280500,28,161
280520,792,1941
280540,108,411
280560,365,211
280600,222,551
280640,40,1191
280680,119,381
280720,224,561
280790,19114,49111
280830,127,521
280890,37,591
280930,252,381
281060,96,371
281200,253,1181
281220,459,2761
281240,42,221
281260,29,381
281280,226,611
281350,29,551
281370,509,7601
281390,56,151
281410,253,951
281430,72,441
281450,107,261
281560,8,71
281580,44,341
281610,2734,7431
281640,1670,1721
281750,454,901
281820,45,171
281840,74,1551
281860,159,221
281920,1858,2021
281940,736,5041
281990,35327,100361
282010,352,351
282030,382,391
282050,282,2801
282070,47258,25711
282100,388,1001
282140,16463,7541
282210,881,10711
282400,1296,3541
282440,10227,19561
282530,836,1861
282560,1182,35851
282590,497,1241
282620,56,351
282640,36,11
282660,1996,8751
282680,71,221
282760,1801,2021
282780,81,411
282800,10605,7941
282860,53,1211
282880,195,961
282900,9138,4761
283000,60,791
283020,23,411
283040,38,381
283060,136,1461
283080,227,331
283100,75,1941
283160,999,1101
283180,103,341
283230,843,2881
283270,74,91
283290,1880,3121
283310,99,801
283330,80,1391
283350,46,1481
283370,171,3641
283390,155,1251
283410,101,911
283430,201,2291
283450,31,171
283470,9,351
283490,43,291
283560,74,941
283580,29,351
283600,78,371
283620,233,931
283640,7173,6341
283660,199,1181
283680,1104,1291
283820,108,91
283840,85,121
283880,875,1251
283920,183,151
283940,288,131
283960,580,141
283980,258,141
284000,42,71
284020,38,61
284050,319,171
284100,84,601
284140,62,311
284160,15168,15361
284180,96,121
284200,38,141
284220,49,171
284240,1046,3081
284260,153,181
284390,1284,721
284410,43,221
284460,1465,2471
284710,905,1001
284730,413,451
284750,690,1341
284770,872,221
284790,561,241
284810,511,191
284830,735,691
284850,878,391
284870,887,951
284890,373,711
284910,6,121
284930,188,1861
284950,1870,4081
284970,53,491
284990,248,1381
285010,511,1731
285090,119,1461
285110,514,1091
285130,124,1261
285190,6793,83361
285310,3049,2261
285330,2086,3361
285350,12,111
285380,217,1611
285420,72,91
285440,1053,591
285480,213,2801
285500,996,2511
285520,61,241
285670,1,41
285740,588,381
285800,1517,3191
285820,556,691
285840,641,1021
285900,13439,58801
285920,4769,10221
285980,81,211
286000,1989,5671
286040,2177,8621
286100,5005,3881
286120,419,3551
286140,207,1261
286160,13243,7771
286200,166,861
286220,60,401
286240,298,271
286260,2436,1641
286280,156,371
286300,51,51
286320,393,321
286340,2571,10081
286360,480,1641
286380,279,341
286440,33,561
286460,250,261
286480,189,221
286520,24,131
286540,214,211
286570,3834,27201
286660,154,261
286690,28179,73131
286730,26,321
286750,34,141
286770,138,291
286790,5,11
286810,354,1341
286830,43,1021
286880,21,61
286930,24,431
286940,7344,35531
287020,571,541
287070,129,231
287100,243,5571
287120,439,1641
287200,192,1781
287220,167,1231
287260,889,1601
287290,9049,27241
287390,23483,58741
287450,5125,4731
287580,331,1841
287600,159,721
287630,1196,2181
287700,38643,49541
287720,92,361
287740,3,181
287780,16,71
287840,186,371
287860,136,1131
287900,117,251
287920,1362,13261
287960,88,181
287980,7464,2881
288000,4,51
288020,169,481
288040,364,1061
288060,782,1671
288100,11,91
288120,520,451
288140,410,2641
288160,10206,2801
288220,181,191
288260,120,521
288270,36,421
288370,231,611
288470,4036,11191
288500,22,121
288610,6,41
288630,6,111
288650,28,181
288670,21,51
288690,5,131
288710,3,91
288750,7,181
288790,40,341
288830,40,311
288840,79,161
288860,84,271
288880,281,1611
288930,381,801
288970,31,201
289050,23,241
289070,39127,183251
289090,1285,7541
289130,10015,21071
289180,219,651
289200,205,301
289220,26,381
289240,10,71
289260,117,251
289280,140,721
289300,485,781
289320,32,151
289340,139,871
289360,77,141
289380,33,211
289400,151,741
289420,230,411
289440,87,211
289460,146,521
289480,35,411
289500,72,311
289520,628,2791
289580,41,351
289600,298,1521
289620,342,1321
289650,12350,73541
289690,696,5381
289760,431,1181
289800,84,1341
289820,32,1021
289840,34,811
289890,218,631
289930,584,2731
289950,2519,8821
290000,204,591
290020,109,261
290040,259,601
290060,214,721
290080,6167,33951
290260,289,241
290280,203,981
290300,5100,8811
290320,73,161
290340,7208,18161
290380,141,41
290440,21,231
290460,27,211
290470,129,761
290490,124,1761
290510,129,51
290530,294,791
290650,54,2801
290730,2770,4801
290770,2784,3671
290790,2342,11171
290810,40,591
290870,60,241
290890,613,1391
290970,199,841
290990,79,351
291030,153,1061
291050,46,321
291070,90,191
291130,326,3571
291170,138,501
291190,166,441
291250,71,851
291270,27,371
291290,68,191
291330,101,3601
291390,68,351
291410,3469,7941
291430,34,111
291450,81,581
