appid,genres,steamspy_tags,categories
16020,Casual,Casual;Hidden Object;Adventure,Single-player
16030,Casual,Casual;Match 3;Puzzle,Single-player
16040,Casual,Casual;Puzzle;Match 3,Single-player
16060,Casual,Casual;Hidden Object;Adventure,Single-player
16100,Casual;Simulation,Casual;Simulation,Single-player
16110,Casual;Simulation,Casual;Simulation,Single-player
16120,Casual;Simulation,Casual;Simulation;Management,Single-player
16130,Casual;Simulation,Casual;Simulation;Management,Single-player
16180,Casual;Simulation,Casual;Simulation,Single-player
16200,Casual;Simulation,Simulation;Casual,Single-player
16450,Action,Horror;FPS;Action,Single-player;Multi-player
16500,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements
16600,Indie;Racing;Sports,Racing;Indie;Sports,Single-player;Multi-player;Steam Achievements
16620,Indie;Racing;Sports,Racing;Indie;Sports,Single-player
16710,Action;Adventure,Adventure;Action;Female Protagonist,Single-player
16720,Action,Stealth;Action;Female Protagonist,Single-player;Partial Controller Support
16730,Action,Action;FPS;Shooter,Single-player
16810,Strategy,Strategy;Turn-Based;Turn-Based Strategy,Single-player;Multi-player
16900,Action;Indie;Early Access,Early Access;Indie;Tactical,Single-player;Online Multi-Player;Online Co-op;VR Support;Partial Controller Support
17080,Action;Free to Play,Free to Play;FPS;Action,Multi-player;Co-op
17100,0,Single-player;Steam Achievements,windows
17120,0,Single-player;Steam Achievements,windows
17140,0,Single-player;Steam Achievements,windows
17180,0,Single-player;Steam Achievements,windows
17300,Action,FPS;Action;Sci-fi,Single-player
17330,Action,Action;FPS;Sci-fi,Single-player
17390,Simulation,Simulation;Sandbox;Open World,Single-player
17410,Action;Adventure,Parkour;First-Person;Action,Single-player;Full controller support;Partial Controller Support
17430,Action;Racing,Racing;Open World;Multiplayer,Single-player;Multi-player;Partial Controller Support
17440,Simulation,Simulation;Adventure;Open World,Single-player
17450,RPG,RPG;Fantasy;Story Rich,Single-player
17460,Action;RPG,RPG;Sci-fi;Story Rich,Single-player
17470,Action,Horror;Action;Sci-fi,Single-player;Full controller support
17480,Strategy,Strategy;RTS;Base-Building,Single-player
17500,Action;Free to Play;Indie,Free to Play;Zombies;Multiplayer,Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK
17570,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,windows;mac;linux
17710,Action;Strategy,Strategy;FPS;Action,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor
17740,Action;Free to Play;Strategy,Free to Play;Strategy;Action,Multi-player;Cross-Platform Multiplayer;Steam Cloud;Includes level editor;Includes Source SDK
18000,Single-player;Steam Achievements,Adventure;RPG,0
18020,Single-player;Steam Achievements,Adventure;RPG,0
18040,Action;Indie;RPG,RPG;Action;Indie,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
18050,Action;RPG;Indie,Action;RPG;Indie,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
18070,Action;Adventure;RPG,RPG;Action;Adventure,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
18120,Action;Casual;Indie;Strategy,Tower Defense;Strategy;Indie,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
18300,Casual;Indie,Casual;Indie;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
18400,Casual;Strategy,Casual;Strategy;Puzzle,Single-player;Steam Trading Cards
18420,Casual;Strategy,Casual;Strategy;Puzzle,Single-player
18470,Strategy,Strategy;Western,Single-player
18480,Adventure,Adventure;Point & Click;Female Protagonist,Single-player
18500,Indie;Strategy,Tower Defense;Strategy;Sci-fi,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
18600,Indie;Strategy,Indie;Strategy,Single-player;Multi-player;Steam Achievements
18700,Action;Indie,Platformer;Indie;Puzzle,Single-player;Steam Achievements;Partial Controller Support
18820,Action;Indie;Racing;Sports,Racing;Indie;Action,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats
19000,Single-player,Adventure,0
19020,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;RPG,0
19030,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure,0
19080,Single-player,Action;Adventure;Casual,0
19200,Action;Indie,Action;Indie;Tanks,Single-player;Steam Achievements
19320,Action;Indie;Casual,Action;Casual;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
19500,Adventure;Indie,Indie;Adventure;Platformer,Single-player;Steam Achievements;Partial Controller Support;Includes level editor
19800,Action,Action;FPS;World War II,Single-player
19830,Action,Tactical;FPS;Action,Single-player
19900,Action,Open World;FPS;Action,Single-player;Multi-player
19980,Action;Adventure,Action;Adventure;Platformer,Single-player
20200,Indie;Casual;Sports,Indie;Casual;Sports,Single-player;Multi-player;Steam Achievements;Partial Controller Support
20510,Action;RPG,Open World;Atmospheric;Post-apocalyptic,Single-player;Multi-player
20530,Single-player;Multi-player;Steam Cloud,Action,0
20540,Strategy,Strategy;RTS;World War II,Single-player;Multi-player;Steam Cloud
20550,Single-player;Steam Cloud,Action;Strategy,0
20570,Single-player;Multi-player;Co-op;Steam Cloud,Strategy,16
20700,Action;Indie;Strategy,Action;Indie;Strategy,Single-player;Steam Achievements
20710,Action;Indie;Strategy,Indie;Strategy;Action,Single-player;Steam Achievements
20820,Action;Indie,Great Soundtrack;Indie;Arcade,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
20900,Action;RPG,RPG;Fantasy;Story Rich,Single-player;Steam Cloud
20920,RPG,RPG;Fantasy;Mature,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
21000,Action;Adventure,LEGO;Action;Adventure,Single-player;Shared/Split Screen;Full controller support
21010,Action,Action;Superhero;Beat 'em up,Single-player;Multi-player;Shared/Split Screen
21030,Action,Action;Superhero;Beat 'em up,Single-player;Co-op;Partial Controller Support
21090,Single-player,Action,18
21100,Action,FPS;Horror;Co-op,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
21130,Action;Adventure,LEGO;Adventure;Action,Single-player;Shared/Split Screen;Full controller support
21300,Indie;Casual,Arcade,Single-player;Steam Achievements
21400,Strategy;Action;Indie,Strategy;Indie;Action,Single-player;Steam Achievements
21500,Racing,Racing;Sci-fi,Single-player
21640,Casual;Strategy,Strategy;Casual;Puzzle,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support
21660,Action,Fighting;Action;Arcade,Single-player;Multi-player;Partial Controller Support
21670,Action;Adventure,Action;Adventure;Third Person,Single-player;Multi-player;Partial Controller Support;Steam Cloud
21680,Action,Action;Platformer;Remake,Single-player;Shared/Split Screen;Partial Controller Support
21690,Action;Adventure,Action;Zombies;Co-op,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
21780,Racing,Racing;Action;Open World,Single-player
21800,Strategy,Strategy;RTS;Tactical,Single-player;Multi-player
21980,Action,Western;Action;FPS,Single-player
22000,Indie,Puzzle;Indie;Physics,Single-player;Steam Achievements
22100,Indie;RPG,RPG;Medieval;Open World,Single-player;Steam Trading Cards;Includes level editor
22120,Nudity;Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,Single-player;Captions available
22130,Strategy,Strategy;Grand Strategy;World War II,Single-player;Multi-player
22180,Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,Single-player;Captions available
22200,Action;Indie,Action;Indie;Surreal,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
22230,Action;Indie;Racing;Strategy,Comedy;Indie;Strategy,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
22300,RPG,Open World;Post-apocalyptic;RPG,Single-player;Partial Controller Support
22310,Action,Action;FPS;Comedy,Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards
22320,RPG,RPG;Open World;Fantasy,Single-player;Steam Cloud
22330,RPG,Open World;RPG;Fantasy,Single-player;Steam Cloud
22350,Action;Free to Play,FPS;Action;Multiplayer,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards
22370,RPG,Open World;RPG;Post-apocalyptic,Single-player
22380,Action;RPG,Open World;RPG;Post-apocalyptic,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
22450,Action;Adventure,Action;Adventure;Third Person,Partial Controller Support;Steam Cloud
22500,Strategy,Strategy;Card Game,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements
22600,Strategy,Strategy;2D;Turn-Based,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
22610,Action,Action;Shooter;Sci-fi,Single-player;Co-op;Steam Achievements;Partial Controller Support
22650,Action,Action;Shooter;Isometric,Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
22670,Action,Action;Shooter;Third Person,Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
23150,Casual;Indie,Indie;Casual,Single-player;Steam Achievements
23300,Casual,Casual;Puzzle,Single-player
23380,Single-player,RPG,0
23400,Simulation;Strategy,Strategy;Simulation;City Builder,Single-player
23420,Strategy,Strategy;Grand Strategy;Historical,Single-player;Multi-player;Co-op
23450,Simulation;Strategy,Strategy;City Builder;Simulation,Single-player
23460,Action;Adventure;Strategy,Adventure;Point & Click;Strategy,Single-player
23490,Simulation;Strategy,Simulation;Strategy;City Builder,Single-player
23500,Multi-player;Steam Cloud,Casual;RPG,0
23530,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats,windows
23600,Indie;RPG;Strategy,Strategy;RPG;Indie,Single-player
23700,Casual,Casual;Puzzle;Match 3,Multi-player;Steam Cloud
24010,Simulation,Simulation;Trains;Singleplayer,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Steam Leaderboards
24200,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer,Multi-player;MMO;Steam Achievements;Full controller support
24240,Action,FPS;Action;Co-op,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats
24400,RPG;Strategy,Strategy;RPG;Fantasy,Single-player;Multi-player
24410,Strategy,Strategy;Medieval;Historical,Single-player;Multi-player
24420,0,Single-player;Steam Achievements;Partial Controller Support,windows;linux
24460,RPG;Strategy,Strategy;RPG;Fantasy,Single-player
24480,RPG;Strategy,Strategy;RPG;RTS,Single-player;Steam Achievements
24640,Simulation,Simulation;Trains,Single-player
24650,Simulation,Simulation;Trains,Single-player
24670,Simulation,Simulation;Trains;Multiplayer,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards
24720,Action;Simulation,Simulation;Action;Space,Single-player
24740,Racing,Racing;Open World;Multiplayer,Single-player;Multi-player
24780,Simulation;Strategy,Simulation;City Builder;Strategy,Single-player
24790,Strategy,Strategy;RTS;Base-Building,Single-player
24800,Strategy,Strategy;RTS;Base-Building,Single-player
24810,Strategy,Strategy;RTS;Base-Building,Single-player;Multi-player
24840,Action,Action;World War II;FPS,Single-player;Multi-player
24870,Racing,Racing;Simulation;Multiplayer,Single-player;Multi-player
24960,Action,FPS;Multiplayer;Action,Single-player;Multi-player
24980,RPG,RPG;Sci-fi;Story Rich,Single-player
25000,Action;Indie,Parkour;Action;Indie,Single-player;Partial Controller Support;Includes level editor
25010,Action,Action;Indie;Martial Arts,Single-player
25500,Indie;Simulation;Sports,Sports;Simulation;Indie,Single-player;Multi-player
25600,Indie;RPG,RPG;Indie;Isometric,Single-player
25620,Indie;RPG,RPG;Indie;Isometric,Single-player
25700,Indie,Indie;Action;Shooter,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
25800,Strategy,Strategy;Grand Strategy;Historical,Single-player;Multi-player;Steam Trading Cards
25830,Strategy,Strategy;Medieval;Grand Strategy,Single-player;Multi-player
25850,RPG;Strategy,Strategy;RPG;Turn-Based Strategy,Single-player;Multi-player;Steam Cloud;Includes level editor
25890,Strategy,Grand Strategy;World War II;Strategy,Single-player;Multi-player;Co-op;Steam Trading Cards
25900,RPG;Strategy,RPG;Strategy;Turn-Based Strategy,Single-player;Steam Cloud
25910,Strategy,Strategy;Simulation;Grand Strategy,Single-player;Multi-player
25930,Strategy,Strategy;Economy;Historical,Single-player;Multi-player
25980,Simulation;Strategy,Strategy;Simulation;Fantasy,Single-player
25990,Strategy;Simulation,Strategy;Simulation;Fantasy,Single-player;Multi-player
26000,Action;Indie,Indie;Platformer;Cute,Single-player;Steam Achievements
26300,Action;Indie,Action;Indie,Single-player;Multi-player
26800,Casual;Indie;Strategy,Puzzle;Platformer;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud
26900,Casual;Indie,Indie;Casual;Puzzle,Single-player
27000,Adventure;Indie,Walking Simulator;Indie;Horror,Single-player;Steam Trading Cards
27020,Indie;Simulation,Walking Simulator;Indie;Short,Single-player
27050,Adventure;Casual;Indie,Indie;Adventure;Casual,Single-player
27200,Sports,Sports,Single-player;Multi-player;Co-op
27330,Action,Action;FPS;Multiplayer,Single-player;Multi-player;Co-op;Partial Controller Support
27400,RPG;Indie;Casual,Indie;RPG;Casual,Single-player
27600,Indie;Casual,Indie;Casual;Music,Single-player;Steam Achievements
27800,Indie,Indie;Psychedelic;Arcade,Single-player
27810,Indie,Arcade;Indie;Psychedelic,Single-player;Partial Controller Support
27900,Action;Adventure,Action;Adventure;Puzzle,Single-player
27920,Action;Indie,Action;Indie;Platformer,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
27940,Action;Indie,Action;Zombies;Indie,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
28000,Action,Action;Co-op;Third-Person Shooter,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards
29120,Indie;Casual,Casual;Indie,Single-player
29130,Indie;Casual,Indie;Casual;Puzzle,Single-player
29160,Adventure;Indie,Adventure;Indie;Short,Single-player
29180,Indie;Casual,Indie;Casual;Puzzle,Single-player;Steam Achievements
29800,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Indie;Adventure,Single-player;Steam Trading Cards;Partial Controller Support
29900,Action,Action;Third-Person Shooter;Singleplayer,Single-player;Multi-player;Partial Controller Support
31270,Adventure;Casual,Puzzle;Adventure;Point & Click,Single-player
31300,Action,Action;FPS,Single-player
31800,Adventure,Adventure;Point & Click;Female Protagonist,Single-player
31810,Adventure,Adventure;Point & Click;Mystery,Single-player
31820,Adventure,Adventure;Point & Click;Mystery,Single-player
31830,Adventure,Adventure;Point & Click;Mystery,Single-player
31840,Adventure,Adventure;Point & Click;Mystery,Single-player
31850,Adventure,Adventure;Point & Click;Mystery,Single-player
31860,Adventure,Adventure;Point & Click;Mystery,Single-player
